Observation ID,Common Name,Scientific Name,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Country/Region,Habitat Type,Conservation Status
359,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.5,97.3,Subadult,Female,Indonesia (Papua),Lakes,Least Concern
364,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,1.46,41.8,Juvenile,Unknown,Indonesia (Papua),Swamps,Least Concern
386,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.6,106.1,Adult,Male,Papua New Guinea,Swamps,Least Concern
396,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.6,89.9,Adult,Unknown,Papua New Guinea,Swamps,Least Concern
400,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.42,76.0,Subadult,Male,Papua New Guinea,Rivers,Least Concern
404,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,3.12,166.5,Adult,Unknown,Papua New Guinea,Rivers,Least Concern
408,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.02,62.4,Subadult,Unknown,Indonesia (Papua),Rivers,Least Concern
411,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,1.78,55.6,Juvenile,Male,Papua New Guinea,Swamps,Least Concern
412,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,1.04,31.5,Juvenile,Female,Papua New Guinea,Swamps,Least Concern
414,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,1.84,60.9,Juvenile,Female,Indonesia (Papua),Rivers,Least Concern
430,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.16,70.5,Adult,Female,Indonesia (Papua),Swamps,Least Concern
432,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,1.1,32.6,Juvenile,Male,Papua New Guinea,Lakes,Least Concern
442,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.26,82.0,Adult,Male,Papua New Guinea,Lakes,Least Concern
455,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.25,86.8,Adult,Female,Papua New Guinea,Swamps,Least Concern
508,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.96,118.0,Adult,Unknown,Papua New Guinea,Lakes,Least Concern
517,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.22,66.0,Subadult,Female,Indonesia (Papua),Swamps,Least Concern
522,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.54,84.7,Adult,Male,Papua New Guinea,Swamps,Least Concern
552,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.72,96.3,Adult,Male,Papua New Guinea,Rivers,Least Concern
567,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.03,68.5,Juvenile,Male,Indonesia (Papua),Lakes,Least Concern
585,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,0.72,33.8,Juvenile,Unknown,Papua New Guinea,Rivers,Least Concern
592,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.39,98.6,Adult,Female,Papua New Guinea,Lakes,Least Concern
604,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,1.24,38.1,Juvenile,Female,Indonesia (Papua),Rivers,Least Concern
608,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.85,122.1,Subadult,Unknown,Indonesia (Papua),Swamps,Least Concern
622,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,1.95,67.5,Subadult,Female,Papua New Guinea,Lakes,Least Concern
639,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.56,95.7,Subadult,Unknown,Papua New Guinea,Swamps,Least Concern
662,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,0.71,30.5,Juvenile,Male,Papua New Guinea,Lakes,Least Concern
667,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,3.38,161.3,Adult,Male,Indonesia (Papua),Rivers,Least Concern
700,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,1.3,42.3,Juvenile,Male,Indonesia (Papua),Lakes,Least Concern
721,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.5,106.7,Subadult,Male,Papua New Guinea,Swamps,Least Concern
724,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.48,100.5,Adult,Female,Indonesia (Papua),Lakes,Least Concern
748,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.56,101.3,Subadult,Male,Papua New Guinea,Swamps,Least Concern
811,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,0.38,28.4,Hatchling,Male,Papua New Guinea,Lakes,Least Concern
812,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,1.86,49.2,Juvenile,Unknown,Indonesia (Papua),Rivers,Least Concern
822,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.45,84.4,Adult,Female,Indonesia (Papua),Swamps,Least Concern
837,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.35,84.2,Adult,Female,Papua New Guinea,Swamps,Least Concern
843,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.88,115.5,Adult,Unknown,Papua New Guinea,Lakes,Least Concern
869,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,1.98,58.9,Juvenile,Female,Papua New Guinea,Lakes,Least Concern
889,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.21,77.3,Adult,Unknown,Indonesia (Papua),Rivers,Least Concern
890,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.74,107.4,Adult,Male,Indonesia (Papua),Lakes,Least Concern
913,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.75,117.5,Adult,Female,Papua New Guinea,Rivers,Least Concern
927,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.81,130.0,Adult,Unknown,Papua New Guinea,Rivers,Least Concern
929,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.23,78.8,Subadult,Female,Papua New Guinea,Lakes,Least Concern
985,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylus,2.5,80.4,Adult,Male,Papua New Guinea,Swamps,Least Concern
5,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.75,269.4,Adult,Unknown,India,Rivers,Vulnerable
6,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.64,137.4,Adult,Male,India,Reservoirs,Vulnerable
27,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.39,174.9,Adult,Female,Pakistan,Rivers,Vulnerable
41,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.25,195.6,Adult,Unknown,Pakistan,Rivers,Vulnerable
88,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.82,159.3,Subadult,Unknown,Pakistan,Lakes,Vulnerable
95,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,1.21,54.8,Juvenile,Male,Pakistan,Rivers,Vulnerable
125,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.19,153.6,Adult,Female,Iran (historic),Rivers,Vulnerable
144,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.11,179.1,Subadult,Male,Iran (historic),Rivers,Vulnerable
182,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.98,153.5,Adult,Unknown,Iran (historic),Marshes,Vulnerable
204,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.25,104.2,Juvenile,Male,Sri Lanka,Lakes,Vulnerable
258,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.53,233.8,Adult,Unknown,Pakistan,Reservoirs,Vulnerable
261,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.87,160.3,Subadult,Female,Iran (historic),Lakes,Vulnerable
323,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.22,193.4,Subadult,Unknown,Sri Lanka,Marshes,Vulnerable
346,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,0.61,56.4,Hatchling,Female,Pakistan,Lakes,Vulnerable
348,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.8,149.4,Subadult,Unknown,Nepal,Reservoirs,Vulnerable
383,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.25,186.3,Adult,Unknown,Nepal,Rivers,Vulnerable
393,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,0.64,47.8,Hatchling,Unknown,Sri Lanka,Lakes,Vulnerable
421,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.66,116.2,Adult,Female,Iran (historic),Reservoirs,Vulnerable
428,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,1.23,63.7,Juvenile,Male,Pakistan,Marshes,Vulnerable
446,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.48,101.4,Subadult,Male,Iran (historic),Reservoirs,Vulnerable
454,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.52,118.3,Adult,Female,Pakistan,Rivers,Vulnerable
557,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.65,249.9,Adult,Unknown,Nepal,Reservoirs,Vulnerable
581,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.51,124.6,Subadult,Female,Nepal,Rivers,Vulnerable
598,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.78,121.0,Subadult,Female,Iran (historic),Rivers,Vulnerable
601,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.57,217.9,Subadult,Male,Sri Lanka,Marshes,Vulnerable
613,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.61,210.9,Adult,Unknown,Sri Lanka,Reservoirs,Vulnerable
617,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.09,145.8,Subadult,Female,Iran (historic),Reservoirs,Vulnerable
646,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.42,223.3,Adult,Unknown,Iran (historic),Reservoirs,Vulnerable
659,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.46,208.3,Subadult,Unknown,Nepal,Marshes,Vulnerable
706,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.9,158.9,Adult,Female,Pakistan,Reservoirs,Vulnerable
709,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.91,280.9,Adult,Female,Pakistan,Rivers,Vulnerable
719,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,4.03,292.8,Adult,Male,Pakistan,Marshes,Vulnerable
747,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.3,214.5,Subadult,Unknown,Iran (historic),Marshes,Vulnerable
751,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.5,109.2,Juvenile,Unknown,India,Reservoirs,Vulnerable
754,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,1.99,91.7,Juvenile,Unknown,India,Marshes,Vulnerable
762,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.26,184.9,Adult,Unknown,Pakistan,Reservoirs,Vulnerable
766,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.49,233.2,Adult,Female,India,Rivers,Vulnerable
805,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.01,164.6,Subadult,Female,Nepal,Lakes,Vulnerable
809,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.69,135.6,Adult,Female,India,Rivers,Vulnerable
877,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.07,157.5,Adult,Female,Nepal,Reservoirs,Vulnerable
900,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.72,225.8,Subadult,Female,India,Lakes,Vulnerable
904,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,1.22,54.4,Juvenile,Female,Pakistan,Reservoirs,Vulnerable
919,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.01,155.1,Subadult,Female,Pakistan,Reservoirs,Vulnerable
922,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.97,174.6,Subadult,Male,Sri Lanka,Lakes,Vulnerable
932,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,3.97,269.9,Adult,Female,Sri Lanka,Marshes,Vulnerable
948,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,0.47,51.1,Hatchling,Unknown,Sri Lanka,Reservoirs,Vulnerable
986,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylus,2.54,113.2,Juvenile,Male,Iran (historic),Rivers,Vulnerable
20,Saltwater Crocodile,Crocodylus porosus,Crocodylus,1.55,350.9,Juvenile,Male,Philippines,Estuaries,Least Concern
54,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.83,953.9,Adult,Unknown,Papua New Guinea,Coastal Wetlands,Least Concern
60,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.43,818.2,Adult,Male,Indonesia,Coastal Wetlands,Least Concern
71,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.9,629.7,Subadult,Male,Philippines,Coastal Wetlands,Least Concern
80,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.07,791.7,Adult,Female,Malaysia,Mangroves,Least Concern
101,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.86,760.5,Adult,Unknown,Papua New Guinea,Estuaries,Least Concern
112,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.59,402.7,Subadult,Female,India,Coastal Wetlands,Least Concern
115,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.68,692.4,Adult,Unknown,Indonesia,Mangroves,Least Concern
117,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.1,827.2,Subadult,Female,Australia,Tidal Rivers,Least Concern
120,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.22,809.0,Adult,Male,Malaysia,Coastal Wetlands,Least Concern
139,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.05,344.0,Juvenile,Unknown,India,Estuaries,Least Concern
158,Saltwater Crocodile,Crocodylus porosus,Crocodylus,6.02,1032.7,Adult,Male,Philippines,Tidal Rivers,Least Concern
167,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.48,878.6,Adult,Unknown,Papua New Guinea,Coastal Wetlands,Least Concern
171,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.21,517.3,Adult,Unknown,Indonesia,Estuaries,Least Concern
183,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.32,868.3,Adult,Female,Malaysia,Estuaries,Least Concern
201,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.58,522.8,Subadult,Male,India,Tidal Rivers,Least Concern
208,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.91,906.6,Adult,Male,Australia,Tidal Rivers,Least Concern
210,Saltwater Crocodile,Crocodylus porosus,Crocodylus,6.02,1085.6,Adult,Female,Papua New Guinea,Estuaries,Least Concern
249,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.55,405.8,Juvenile,Unknown,Indonesia,Tidal Rivers,Least Concern
268,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.08,418.9,Juvenile,Female,Malaysia,Estuaries,Least Concern
275,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.19,541.7,Adult,Female,Australia,Mangroves,Least Concern
292,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.96,637.2,Subadult,Male,Indonesia,Estuaries,Least Concern
302,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.62,437.6,Adult,Unknown,India,Coastal Wetlands,Least Concern
310,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.65,449.3,Juvenile,Female,Papua New Guinea,Estuaries,Least Concern
315,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.33,658.3,Adult,Unknown,Malaysia,Tidal Rivers,Least Concern
334,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.81,493.9,Subadult,Female,Australia,Estuaries,Least Concern
366,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.16,558.3,Subadult,Unknown,India,Estuaries,Least Concern
368,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.78,696.0,Adult,Male,Philippines,Estuaries,Least Concern
387,Saltwater Crocodile,Crocodylus porosus,Crocodylus,6.12,1139.7,Adult,Male,Papua New Guinea,Coastal Wetlands,Least Concern
403,Saltwater Crocodile,Crocodylus porosus,Crocodylus,0.53,263.9,Hatchling,Unknown,Papua New Guinea,Mangroves,Least Concern
422,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.18,473.1,Juvenile,Female,Philippines,Estuaries,Least Concern
425,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.1,698.8,Adult,Male,Papua New Guinea,Estuaries,Least Concern
453,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.33,550.0,Adult,Unknown,Malaysia,Mangroves,Least Concern
456,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.74,517.7,Subadult,Unknown,Papua New Guinea,Mangroves,Least Concern
523,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.61,399.7,Juvenile,Male,India,Coastal Wetlands,Least Concern
533,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.71,695.5,Adult,Unknown,Malaysia,Estuaries,Least Concern
548,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.79,904.4,Adult,Unknown,Philippines,Coastal Wetlands,Least Concern
562,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.18,542.3,Subadult,Female,Papua New Guinea,Coastal Wetlands,Least Concern
568,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.4,765.7,Adult,Male,India,Mangroves,Least Concern
594,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.99,779.4,Subadult,Unknown,Australia,Mangroves,Least Concern
596,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.31,514.4,Subadult,Female,Philippines,Estuaries,Least Concern
623,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.44,509.4,Subadult,Female,India,Estuaries,Least Concern
648,Saltwater Crocodile,Crocodylus porosus,Crocodylus,1.28,298.1,Juvenile,Female,Papua New Guinea,Tidal Rivers,Least Concern
673,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.05,624.1,Adult,Male,Indonesia,Estuaries,Least Concern
676,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.51,642.3,Adult,Unknown,Australia,Coastal Wetlands,Least Concern
690,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.76,638.5,Subadult,Male,Philippines,Tidal Rivers,Least Concern
733,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.21,527.9,Adult,Female,Philippines,Coastal Wetlands,Least Concern
745,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.8,535.1,Subadult,Female,India,Tidal Rivers,Least Concern
770,Saltwater Crocodile,Crocodylus porosus,Crocodylus,3.58,498.9,Juvenile,Unknown,Philippines,Mangroves,Least Concern
782,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.33,517.9,Adult,Unknown,Indonesia,Coastal Wetlands,Least Concern
798,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.76,660.4,Subadult,Male,Australia,Estuaries,Least Concern
865,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.2,751.3,Adult,Female,India,Mangroves,Least Concern
871,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.48,918.4,Adult,Female,Australia,Mangroves,Least Concern
882,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.23,524.7,Subadult,Male,Indonesia,Mangroves,Least Concern
902,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.1,514.5,Adult,Unknown,Malaysia,Coastal Wetlands,Least Concern
905,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.84,639.9,Adult,Male,Malaysia,Tidal Rivers,Least Concern
910,Saltwater Crocodile,Crocodylus porosus,Crocodylus,5.13,765.1,Adult,Unknown,Australia,Estuaries,Least Concern
940,Saltwater Crocodile,Crocodylus porosus,Crocodylus,4.01,509.2,Subadult,Male,Papua New Guinea,Coastal Wetlands,Least Concern
19,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,1.07,31.1,Juvenile,Unknown,Indonesia (Borneo),Estuarine Systems,Data Deficient
21,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.52,89.6,Subadult,Unknown,Malaysia (Borneo),Estuarine Systems,Data Deficient
58,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.05,70.8,Juvenile,Unknown,Malaysia (Borneo),Estuarine Systems,Data Deficient
66,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.56,106.5,Adult,Male,Malaysia (Borneo),Estuarine Systems,Data Deficient
76,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.54,103.3,Adult,Male,Malaysia (Borneo),Estuarine Systems,Data Deficient
98,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.4,91.7,Subadult,Male,Indonesia (Borneo),Estuarine Systems,Data Deficient
146,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.68,273.7,Adult,Female,Indonesia (Borneo),Rivers,Data Deficient
155,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.27,177.7,Subadult,Female,Indonesia (Borneo),Rivers,Data Deficient
165,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.1,146.8,Adult,Unknown,Malaysia (Borneo),Estuarine Systems,Data Deficient
188,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,0.87,36.9,Juvenile,Male,Malaysia (Borneo),Rivers,Data Deficient
193,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,0.76,29.5,Juvenile,Female,Malaysia (Borneo),Estuarine Systems,Data Deficient
196,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.54,103.5,Subadult,Female,Malaysia (Borneo),Estuarine Systems,Data Deficient
212,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.09,169.1,Subadult,Male,Indonesia (Borneo),Rivers,Data Deficient
237,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.94,139.7,Adult,Unknown,Indonesia (Borneo),Rivers,Data Deficient
239,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.79,133.3,Adult,Female,Malaysia (Borneo),Estuarine Systems,Data Deficient
259,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.06,162.8,Subadult,Unknown,Malaysia (Borneo),Estuarine Systems,Data Deficient
319,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.81,138.5,Adult,Female,Indonesia (Borneo),Estuarine Systems,Data Deficient
328,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.0,130.3,Adult,Female,Malaysia (Borneo),Estuarine Systems,Data Deficient
330,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.23,83.7,Adult,Male,Indonesia (Borneo),Estuarine Systems,Data Deficient
336,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,0.87,30.9,Juvenile,Male,Malaysia (Borneo),Estuarine Systems,Data Deficient
397,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,1.66,51.4,Juvenile,Unknown,Malaysia (Borneo),Rivers,Data Deficient
413,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.99,134.5,Adult,Male,Malaysia (Borneo),Rivers,Data Deficient
418,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.44,197.1,Adult,Unknown,Malaysia (Borneo),Rivers,Data Deficient
450,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.66,96.8,Adult,Male,Indonesia (Borneo),Estuarine Systems,Data Deficient
451,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,1.95,70.7,Juvenile,Female,Indonesia (Borneo),Rivers,Data Deficient
464,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.31,88.6,Juvenile,Female,Malaysia (Borneo),Estuarine Systems,Data Deficient
477,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.52,191.7,Adult,Unknown,Malaysia (Borneo),Rivers,Data Deficient
488,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,0.93,36.6,Juvenile,Unknown,Indonesia (Borneo),Rivers,Data Deficient
496,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.52,106.0,Adult,Unknown,Malaysia (Borneo),Estuarine Systems,Data Deficient
541,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.78,127.4,Subadult,Unknown,Malaysia (Borneo),Rivers,Data Deficient
543,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.25,77.0,Juvenile,Unknown,Malaysia (Borneo),Rivers,Data Deficient
551,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.44,200.8,Adult,Unknown,Indonesia (Borneo),Rivers,Data Deficient
559,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.52,100.7,Subadult,Female,Malaysia (Borneo),Estuarine Systems,Data Deficient
571,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.2,67.4,Adult,Female,Malaysia (Borneo),Estuarine Systems,Data Deficient
603,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.6,101.0,Adult,Unknown,Indonesia (Borneo),Rivers,Data Deficient
609,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,1.67,49.8,Juvenile,Male,Indonesia (Borneo),Estuarine Systems,Data Deficient
611,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.94,122.6,Adult,Unknown,Malaysia (Borneo),Estuarine Systems,Data Deficient
632,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.83,125.6,Adult,Unknown,Indonesia (Borneo),Rivers,Data Deficient
635,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,0.91,29.3,Juvenile,Male,Indonesia (Borneo),Estuarine Systems,Data Deficient
637,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.68,118.3,Subadult,Female,Malaysia (Borneo),Rivers,Data Deficient
666,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.25,174.0,Adult,Male,Indonesia (Borneo),Estuarine Systems,Data Deficient
674,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.39,94.9,Subadult,Male,Malaysia (Borneo),Estuarine Systems,Data Deficient
691,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,0.53,34.2,Hatchling,Unknown,Malaysia (Borneo),Estuarine Systems,Data Deficient
702,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,1.92,62.6,Juvenile,Unknown,Indonesia (Borneo),Rivers,Data Deficient
705,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.67,125.1,Adult,Male,Malaysia (Borneo),Rivers,Data Deficient
713,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.79,259.1,Adult,Male,Indonesia (Borneo),Rivers,Data Deficient
735,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.11,180.2,Subadult,Unknown,Malaysia (Borneo),Rivers,Data Deficient
739,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.29,200.2,Subadult,Male,Indonesia (Borneo),Rivers,Data Deficient
